Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories,Height_m,BMI,Gender_male,BMI_Category_Overweight,Age_Group_Senior,Age_Group_Young,Workout_Intensity_Moderate
37,177.0,77.0,21.0,98.0,40.4,106.0,1.77,24.577867151840145,True,False,False,False,False
20,182.0,90.0,20.0,100.0,40.6,96.0,1.82,27.17063156623596,True,True,False,True,True
27,172.0,75.0,3.0,92.0,38.6,11.0,1.72,25.351541373715524,True,True,False,False,False
25,173.0,66.0,8.0,79.0,39.6,25.0,1.73,22.052190183434128,False,False,False,False,False
21,185.0,77.0,12.0,92.0,40.1,51.0,1.85,22.4981738495252,False,False,False,True,False
37,161.0,57.0,10.0,86.0,39.8,42.0,1.61,21.98989236526368,False,False,False,False,False
55,159.0,59.0,7.0,86.0,39.1,31.0,1.59,23.337684427040067,False,False,True,False,False
61,186.0,90.0,14.0,88.0,40.0,61.0,1.86,26.01456815816857,False,True,True,False,False
35,196.0,88.0,7.0,88.0,39.6,26.0,1.96,22.907122032486463,True,False,False,False,False
48,185.0,82.0,2.0,84.0,38.4,8.0,1.85,23.959094229364496,False,False,True,False,False
59,156.0,57.0,21.0,102.0,40.6,132.0,1.56,23.42209072978304,False,False,True,False,True
70,166.0,66.0,11.0,89.0,39.9,55.0,1.66,23.95122659311947,False,False,True,False,False
24,171.0,65.0,25.0,107.0,40.9,152.0,1.71,22.229061933586404,False,False,False,True,True
24,173.0,71.0,30.0,110.0,40.8,190.0,1.73,23.722810651876102,False,False,False,True,True
54,161.0,62.0,8.0,82.0,39.8,32.0,1.61,23.9188302920412,False,False,True,False,False
55,196.0,95.0,4.0,91.0,39.0,21.0,1.96,24.7292794668888,True,False,True,False,False
74,148.0,50.0,24.0,102.0,40.9,160.0,1.48,22.826880934989045,False,False,True,False,True
23,181.0,74.0,9.0,91.0,39.6,38.0,1.81,22.587833094227893,False,False,False,True,False
43,182.0,83.0,6.0,91.0,39.4,27.0,1.82,25.057360222195385,True,True,True,False,False
31,163.0,62.0,25.0,114.0,40.7,175.0,1.63,23.335466144755166,False,False,False,False,True
45,179.0,85.0,11.0,88.0,40.2,45.0,1.79,26.528510346119035,True,True,True,False,False
60,194.0,94.0,2.0,72.0,38.7,5.0,1.94,24.97608672547561,True,False,True,False,False
77,182.0,84.0,4.0,88.0,38.7,19.0,1.82,25.35925612848689,False,True,True,False,False
43,174.0,71.0,27.0,118.0,40.6,203.0,1.74,23.450918219051392,False,False,True,False,True
24,145.0,51.0,24.0,101.0,40.3,135.0,1.45,24.25683709869203,False,False,False,True,True
56,169.0,75.0,21.0,95.0,40.6,115.0,1.69,26.25958474843318,True,True,True,False,False
38,181.0,82.0,21.0,103.0,40.5,125.0,1.81,25.029760996306585,True,True,False,False,True
34,184.0,85.0,18.0,105.0,40.2,111.0,1.84,25.10633270321361,True,True,False,False,True
24,161.0,62.0,11.0,90.0,39.9,32.0,1.61,23.9188302920412,True,False,False,True,False
67,167.0,65.0,22.0,104.0,40.6,144.0,1.67,23.30668005306752,False,False,True,False,True
44,151.0,52.0,2.0,79.0,38.1,7.0,1.51,22.806017279943863,False,False,True,False,False
27,189.0,95.0,15.0,91.0,40.0,59.0,1.89,26.595000139973685,True,True,False,False,False
56,188.0,89.0,15.0,97.0,39.9,91.0,1.88,25.18107741059303,True,True,True,False,False
39,156.0,62.0,29.0,94.0,41.0,145.0,1.56,25.476660092044707,False,True,False,False,False
44,176.0,70.0,4.0,89.0,38.7,18.0,1.76,22.59814049586777,False,False,True,False,False
41,201.0,108.0,18.0,95.0,40.4,98.0,2.01,26.73201158387169,True,True,True,False,False
78,156.0,56.0,24.0,96.0,40.7,144.0,1.56,23.011176857330703,False,False,True,False,False
57,166.0,67.0,2.0,83.0,38.5,8.0,1.66,24.31412396574249,False,False,True,False,False
24,192.0,93.0,20.0,97.0,40.6,92.0,1.92,25.227864583333336,True,True,False,True,False
78,188.0,96.0,11.0,82.0,40.0,55.0,1.88,27.16161158895428,True,True,True,False,False
31,181.0,78.0,17.0,102.0,40.4,92.0,1.81,23.80879704526724,True,False,False,False,True
70,154.0,57.0,24.0,108.0,40.5,171.0,1.54,24.034407151290267,False,False,True,False,True
35,171.0,71.0,29.0,108.0,41.0,183.0,1.71,24.28097534284053,False,False,False,False,True
63,176.0,78.0,10.0,97.0,39.8,62.0,1.76,25.180785123966945,True,True,True,False,False
52,197.0,100.0,26.0,96.0,40.5,155.0,1.97,25.76721894405937,True,True,True,False,False
34,152.0,47.0,3.0,79.0,38.2,11.0,1.52,20.34279778393352,False,False,False,False,False
38,186.0,82.0,17.0,95.0,40.1,81.0,1.86,23.702162099664697,True,False,False,False,False
50,189.0,93.0,3.0,86.0,38.8,13.0,1.89,26.035105400184765,True,True,True,False,False
20,166.0,61.0,10.0,99.0,39.6,52.0,1.66,22.13673973000436,False,False,False,True,False
27,156.0,56.0,25.0,110.0,40.7,165.0,1.56,23.011176857330703,False,False,False,False,True
64,184.0,88.0,27.0,109.0,41.1,223.0,1.84,25.99243856332703,True,True,True,False,True
34,147.0,52.0,19.0,92.0,40.4,92.0,1.47,24.06404738766255,False,False,False,False,False
49,173.0,68.0,19.0,104.0,40.2,117.0,1.73,22.72043837081092,False,False,True,False,True
25,196.0,94.0,11.0,85.0,39.6,32.0,1.96,24.46897126197418,True,False,False,False,False
46,167.0,62.0,28.0,102.0,40.5,168.0,1.67,22.23098712754133,False,False,True,False,True
36,197.0,108.0,5.0,85.0,39.1,19.0,1.97,27.82859645958412,True,True,False,False,False
31,161.0,63.0,8.0,82.0,39.5,29.0,1.61,24.3046178773967,False,False,False,False,False
22,187.0,89.0,16.0,96.0,40.1,69.0,1.87,25.45111384369012,True,True,False,True,False
22,172.0,73.0,25.0,100.0,40.5,114.0,1.72,24.675500270416443,True,False,False,True,True
67,180.0,83.0,22.0,101.0,40.8,156.0,1.8,25.61728395061728,True,True,True,False,True
50,180.0,79.0,22.0,103.0,40.4,143.0,1.8,24.382716049382715,True,False,True,False,True
55,188.0,91.0,7.0,82.0,39.6,27.0,1.88,25.746944318696244,True,True,True,False,False
78,164.0,66.0,27.0,111.0,40.8,201.0,1.64,24.538964901844142,False,False,True,False,True
20,191.0,89.0,8.0,87.0,39.3,23.0,1.91,24.39626106740495,True,False,False,True,False
68,184.0,90.0,26.0,113.0,40.9,236.0,1.84,26.583175803402646,True,True,True,False,True
22,172.0,75.0,25.0,106.0,40.8,137.0,1.72,25.351541373715524,True,True,False,True,True
60,195.0,100.0,15.0,101.0,40.4,107.0,1.95,26.298487836949377,True,True,True,False,True
54,166.0,73.0,17.0,100.0,40.2,104.0,1.66,26.491508201480624,True,True,True,False,True
56,181.0,82.0,20.0,102.0,40.2,134.0,1.81,25.029760996306585,True,True,True,False,True
21,184.0,81.0,23.0,94.0,40.4,87.0,1.84,23.92485822306238,True,False,False,True,False
30,175.0,74.0,27.0,111.0,40.9,179.0,1.75,24.163265306122447,True,False,False,False,True
53,179.0,76.0,30.0,114.0,40.7,216.0,1.79,23.719609250647608,False,False,True,False,True
34,189.0,89.0,30.0,114.0,40.8,227.0,1.89,24.915315920606925,True,False,False,False,True
61,160.0,66.0,18.0,107.0,40.3,132.0,1.6,25.78125,True,True,True,False,True
28,164.0,60.0,19.0,103.0,40.3,110.0,1.64,22.308149910767405,False,False,False,False,True
58,195.0,93.0,18.0,89.0,40.3,91.0,1.95,24.45759368836292,True,False,True,False,False
62,181.0,80.0,22.0,108.0,40.8,147.0,1.81,24.41927902078691,False,False,True,False,True
59,189.0,95.0,22.0,110.0,40.5,183.0,1.89,26.595000139973685,True,True,True,False,True
26,165.0,62.0,20.0,102.0,40.4,113.0,1.65,22.77318640955005,False,False,False,False,True
47,197.0,106.0,23.0,96.0,40.8,135.0,1.97,27.31325208070293,True,True,True,False,False
41,170.0,65.0,21.0,96.0,40.5,110.0,1.7,22.49134948096886,False,False,True,False,False
32,192.0,91.0,1.0,88.0,37.6,4.0,1.92,24.68532986111111,True,False,False,False,False
51,164.0,66.0,19.0,100.0,40.2,110.0,1.64,24.538964901844142,False,False,True,False,True
43,162.0,59.0,9.0,90.0,39.7,42.0,1.62,22.4813290656912,False,False,True,False,False
53,193.0,94.0,23.0,101.0,40.8,153.0,1.93,25.23557679400789,True,True,True,False,True
34,167.0,64.0,10.0,99.0,39.6,54.0,1.67,22.948115744558788,False,False,False,False,False
38,176.0,73.0,8.0,83.0,39.7,29.0,1.76,23.56663223140496,False,False,False,False,False
30,171.0,71.0,8.0,75.0,39.6,22.0,1.71,24.28097534284053,False,False,False,False,False
30,165.0,61.0,4.0,90.0,38.8,18.0,1.65,22.4058769513315,False,False,False,False,False
65,188.0,90.0,18.0,103.0,40.3,134.0,1.88,25.46401086464464,True,True,True,False,True
28,183.0,83.0,10.0,93.0,39.7,40.0,1.83,24.78425751739377,True,False,False,False,False
33,170.0,70.0,30.0,116.0,41.0,223.0,1.7,24.221453287197235,True,False,False,False,True
61,154.0,57.0,16.0,102.0,40.1,101.0,1.54,24.034407151290267,False,False,True,False,True
28,191.0,93.0,16.0,96.0,40.1,75.0,1.91,25.492722238973712,True,True,False,False,False
24,174.0,72.0,2.0,77.0,37.9,6.0,1.74,23.78121284185493,False,False,False,True,False
55,162.0,64.0,28.0,111.0,40.7,198.0,1.62,24.38652644413961,False,False,True,False,True
22,168.0,61.0,6.0,85.0,39.3,23.0,1.68,21.612811791383223,False,False,False,True,False
42,179.0,81.0,8.0,82.0,39.7,24.0,1.79,25.280109859242845,True,True,True,False,False
20,160.0,63.0,18.0,106.0,40.4,107.0,1.6,24.609375,False,False,False,True,True
34,179.0,82.0,7.0,80.0,39.6,16.0,1.79,25.592209980961893,True,True,False,False,False
35,172.0,79.0,25.0,103.0,41.3,144.0,1.72,26.703623580313685,True,True,False,False,True
41,185.0,86.0,18.0,96.0,40.5,93.0,1.85,25.127830533235937,True,True,True,False,False
28,154.0,60.0,25.0,102.0,40.7,142.0,1.54,25.2993759487266,False,True,False,False,True
46,154.0,55.0,16.0,90.0,40.5,77.0,1.54,23.19109461966605,False,False,True,False,False
28,170.0,72.0,10.0,91.0,39.7,35.0,1.7,24.913494809688583,True,False,False,False,False
30,176.0,72.0,17.0,104.0,40.2,98.0,1.76,23.243801652892564,False,False,False,False,True
79,164.0,66.0,18.0,96.0,40.1,106.0,1.64,24.538964901844142,False,False,True,False,False
35,174.0,67.0,25.0,105.0,40.6,151.0,1.74,22.12973972783723,False,False,False,False,True
27,185.0,79.0,18.0,94.0,40.0,72.0,1.85,23.08254200146092,True,False,False,False,False
66,178.0,82.0,6.0,87.0,39.5,29.0,1.78,25.88057063502083,True,True,True,False,False
33,173.0,72.0,17.0,98.0,40.3,88.0,1.73,24.0569347455645,False,False,False,False,False
69,170.0,71.0,11.0,91.0,40.2,56.0,1.7,24.56747404844291,False,False,True,False,False
22,172.0,67.0,14.0,91.0,40.7,60.0,1.72,22.647376960519203,False,False,False,True,False
21,193.0,89.0,14.0,96.0,39.7,59.0,1.93,23.89325887943301,True,False,False,True,False
75,158.0,60.0,16.0,101.0,40.3,103.0,1.58,24.03460983816696,False,False,True,False,True
56,158.0,64.0,27.0,109.0,40.6,198.0,1.58,25.63691716071142,True,True,True,False,True
29,180.0,71.0,30.0,115.0,41.0,209.0,1.8,21.91358024691358,False,False,False,False,True
74,186.0,93.0,9.0,85.0,39.6,47.0,1.86,26.881720430107524,True,True,True,False,False
25,197.0,99.0,13.0,91.0,40.1,51.0,1.97,25.50954675461877,True,True,False,False,False
45,176.0,76.0,17.0,97.0,40.3,90.0,1.76,24.535123966942148,True,False,True,False,False
56,152.0,54.0,14.0,94.0,39.9,76.0,1.52,23.37257617728532,False,False,True,False,False
21,205.0,102.0,8.0,87.0,39.3,25.0,2.05,24.271267102914933,True,False,False,True,False
28,211.0,116.0,19.0,105.0,40.2,124.0,2.11,26.05512005570405,True,True,False,False,True
31,189.0,93.0,5.0,82.0,39.1,13.0,1.89,26.035105400184765,True,True,False,False,False
29,160.0,56.0,28.0,113.0,40.6,194.0,1.6,21.875,False,False,False,False,True
63,186.0,92.0,8.0,90.0,39.7,43.0,1.86,26.59266967279454,True,True,True,False,False
31,171.0,72.0,15.0,93.0,40.1,69.0,1.71,24.62296091104956,False,False,False,False,False
22,177.0,74.0,25.0,108.0,40.8,144.0,1.77,23.620287912158062,True,False,False,True,True
59,160.0,64.0,13.0,98.0,40.4,75.0,1.6,25.0,False,False,True,False,False
76,193.0,101.0,14.0,99.0,40.2,106.0,1.93,27.114821874412737,True,True,True,False,False
69,181.0,85.0,13.0,93.0,40.4,78.0,1.81,25.94548395958609,True,True,True,False,False
59,148.0,45.0,26.0,110.0,40.7,190.0,1.48,20.54419284149014,False,False,True,False,True
32,188.0,87.0,7.0,87.0,39.3,24.0,1.88,24.615210502489816,True,False,False,False,False
34,173.0,73.0,18.0,108.0,40.4,114.0,1.73,24.3910588392529,True,False,False,False,True
20,180.0,79.0,25.0,106.0,40.4,137.0,1.8,24.382716049382715,True,False,False,True,True
20,165.0,58.0,1.0,83.0,37.8,4.0,1.65,21.30394857667585,False,False,False,True,False
61,209.0,117.0,28.0,110.0,40.7,249.0,2.09,26.78510107369337,True,True,True,False,True
45,140.0,50.0,10.0,87.0,39.8,45.0,1.4,25.510204081632654,False,True,True,False,False
32,204.0,104.0,8.0,94.0,39.4,38.0,2.04,24.99038831218762,True,False,False,False,False
37,191.0,85.0,23.0,101.0,40.3,131.0,1.91,23.299799895836188,True,False,False,False,True
23,195.0,93.0,5.0,85.0,38.8,14.0,1.95,24.45759368836292,True,False,False,True,False
41,195.0,100.0,30.0,107.0,40.8,213.0,1.95,26.298487836949377,True,True,True,False,True
61,177.0,77.0,16.0,91.0,40.1,78.0,1.77,24.577867151840145,False,False,True,False,False
55,183.0,83.0,6.0,84.0,39.2,24.0,1.83,24.78425751739377,True,False,True,False,False
30,162.0,61.0,20.0,102.0,40.5,114.0,1.62,23.243408017070564,False,False,False,False,True
41,173.0,68.0,12.0,91.0,40.1,56.0,1.73,22.72043837081092,False,False,True,False,False
44,146.0,49.0,27.0,100.0,40.7,160.0,1.46,22.9874272846688,False,False,True,False,True
63,179.0,87.0,18.0,107.0,40.7,142.0,1.79,27.15271058955713,True,True,True,False,True
39,167.0,63.0,25.0,107.0,40.9,160.0,1.67,22.58955143605005,False,False,False,False,True
39,155.0,50.0,26.0,108.0,40.6,173.0,1.55,20.811654526534856,False,False,False,False,True
35,201.0,101.0,26.0,106.0,41.0,174.0,2.01,24.999381203435565,True,False,False,False,True
23,195.0,91.0,5.0,94.0,39.3,20.0,1.95,23.93162393162393,True,False,False,True,False
26,184.0,83.0,23.0,107.0,40.5,138.0,1.84,24.515595463137995,True,False,False,False,True
65,176.0,88.0,30.0,110.0,40.4,254.0,1.76,28.40909090909091,True,True,True,False,True
56,184.0,85.0,26.0,107.0,40.9,195.0,1.84,25.10633270321361,True,True,True,False,True
26,184.0,83.0,1.0,86.0,37.8,3.0,1.84,24.515595463137995,True,False,False,False,False
37,186.0,85.0,7.0,89.0,39.3,27.0,1.86,24.56931437160365,True,False,False,False,False
61,180.0,89.0,25.0,110.0,40.8,207.0,1.8,27.469135802469133,True,True,True,False,True
39,182.0,87.0,11.0,85.0,39.9,37.0,1.82,26.26494384736143,True,True,False,False,False
53,160.0,64.0,27.0,103.0,41.0,167.0,1.6,25.0,False,False,True,False,True
39,187.0,93.0,5.0,82.0,39.1,15.0,1.87,26.59498412879979,True,True,False,False,False
37,172.0,70.0,16.0,96.0,40.2,81.0,1.72,23.661438615467823,False,False,False,False,False
20,176.0,79.0,26.0,103.0,40.8,131.0,1.76,25.50361570247934,True,True,False,True,True
54,166.0,67.0,2.0,76.0,38.6,5.0,1.66,24.31412396574249,True,False,True,False,False
39,162.0,60.0,27.0,109.0,40.9,179.0,1.62,22.86236854138088,False,False,False,False,True
20,160.0,60.0,22.0,100.0,40.5,118.0,1.6,23.4375,False,False,False,True,True
27,174.0,82.0,11.0,90.0,39.6,38.0,1.74,27.08415906989034,True,True,False,False,False
38,156.0,61.0,23.0,100.0,40.4,130.0,1.56,25.06574621959237,False,True,False,False,True
58,162.0,63.0,9.0,88.0,39.4,38.0,1.62,24.00548696844993,True,False,True,False,False
63,187.0,94.0,5.0,94.0,39.2,30.0,1.87,26.88095170007721,True,True,True,False,False
22,149.0,49.0,16.0,93.0,40.2,76.0,1.49,22.071077879374805,False,False,False,True,False
26,185.0,87.0,12.0,90.0,40.0,42.0,1.85,25.4200146092038,True,True,False,False,False
41,178.0,81.0,13.0,87.0,40.0,48.0,1.78,25.5649539199596,True,True,True,False,False
26,176.0,69.0,28.0,108.0,40.8,173.0,1.76,22.27530991735537,False,False,False,False,True
31,170.0,67.0,5.0,90.0,39.1,17.0,1.7,23.18339100346021,True,False,False,False,False
65,159.0,64.0,25.0,98.0,40.7,147.0,1.59,25.315454293738377,False,True,True,False,False
20,177.0,66.0,8.0,83.0,39.7,28.0,1.77,21.06674327300584,False,False,False,True,False
37,171.0,70.0,19.0,98.0,40.6,101.0,1.71,23.938989774631512,False,False,False,False,False
23,172.0,71.0,17.0,94.0,40.6,78.0,1.72,23.99945916711736,False,False,False,True,False
29,178.0,73.0,12.0,92.0,40.2,54.0,1.78,23.04002019946976,False,False,False,False,False
40,176.0,74.0,7.0,92.0,39.7,33.0,1.76,23.889462809917354,False,False,True,False,False
24,176.0,70.0,21.0,97.0,40.3,104.0,1.76,22.59814049586777,False,False,False,True,False
65,168.0,62.0,4.0,84.0,39.1,18.0,1.68,21.9671201814059,False,False,True,False,False
39,173.0,72.0,25.0,104.0,40.4,149.0,1.73,24.0569347455645,False,False,False,False,True
26,177.0,76.0,24.0,100.0,40.7,115.0,1.77,24.25867407194612,True,False,False,False,True
67,157.0,54.0,5.0,81.0,39.2,21.0,1.57,21.907582457706194,False,False,True,False,False
35,191.0,92.0,15.0,90.0,40.0,61.0,1.91,25.21860694608152,True,True,False,False,False
63,156.0,56.0,11.0,90.0,39.9,56.0,1.56,23.011176857330703,False,False,True,False,False
23,182.0,76.0,27.0,107.0,40.5,154.0,1.82,22.94408887815481,True,False,False,True,True
65,172.0,74.0,9.0,92.0,40.0,49.0,1.72,25.013520822065985,True,True,True,False,False
44,162.0,60.0,5.0,88.0,38.9,22.0,1.62,22.86236854138088,False,False,True,False,False
25,156.0,59.0,6.0,89.0,39.2,26.0,1.56,24.243918474687703,False,False,False,False,False
67,167.0,70.0,29.0,109.0,41.2,232.0,1.67,25.099501595611173,True,True,True,False,True
68,158.0,67.0,26.0,113.0,40.9,223.0,1.58,26.83864765261977,True,True,True,False,True
24,161.0,61.0,12.0,104.0,40.2,70.0,1.61,23.53304270668569,False,False,False,True,True
21,187.0,90.0,29.0,111.0,40.5,189.0,1.87,25.737081414967538,True,True,False,True,True
28,165.0,65.0,10.0,91.0,39.7,45.0,1.65,23.875114784205696,False,False,False,False,False
22,165.0,64.0,17.0,97.0,40.1,66.0,1.65,23.507805325987142,True,False,False,True,False
38,186.0,91.0,9.0,90.0,40.0,38.0,1.86,26.303618915481557,True,True,False,False,False
23,197.0,97.0,30.0,106.0,41.1,181.0,1.97,24.994202375737583,True,False,False,True,True
38,180.0,81.0,20.0,95.0,40.5,95.0,1.8,25.0,True,True,False,False,False
62,195.0,95.0,13.0,95.0,40.2,81.0,1.95,24.983563445101908,True,False,True,False,False
40,168.0,65.0,8.0,88.0,39.5,35.0,1.68,23.030045351473927,False,False,True,False,False
39,166.0,63.0,17.0,102.0,40.2,99.0,1.66,22.8625344752504,False,False,False,False,True
32,169.0,77.0,27.0,99.0,41.2,134.0,1.69,26.95984034172473,True,True,False,False,False
31,173.0,73.0,3.0,81.0,38.4,10.0,1.73,24.3910588392529,False,False,False,False,False
64,173.0,75.0,23.0,96.0,40.8,126.0,1.73,25.05930702662969,False,True,True,False,False
29,156.0,54.0,28.0,102.0,40.8,162.0,1.56,22.189349112426036,False,False,False,False,True
66,160.0,58.0,18.0,96.0,40.1,104.0,1.6,22.65625,False,False,True,False,False
34,201.0,107.0,2.0,95.0,38.2,10.0,2.01,26.484492958095103,True,True,False,False,False
21,182.0,84.0,10.0,99.0,39.7,46.0,1.82,25.35925612848689,True,True,False,True,False
21,179.0,71.0,24.0,104.0,40.7,135.0,1.79,22.15910864205237,False,False,False,True,True
38,160.0,60.0,12.0,99.0,40.3,67.0,1.6,23.4375,False,False,False,False,False
22,205.0,107.0,4.0,90.0,38.6,15.0,2.05,25.46103509815586,True,True,False,True,False
37,193.0,96.0,28.0,104.0,40.9,178.0,1.93,25.77250395983785,True,True,False,False,True
43,159.0,59.0,4.0,85.0,39.0,17.0,1.59,23.337684427040067,False,False,True,False,False
27,158.0,58.0,3.0,80.0,38.7,10.0,1.58,23.233456176894723,False,False,False,False,False
47,202.0,100.0,14.0,105.0,39.8,99.0,2.02,24.50740123517302,True,False,True,False,True
59,174.0,74.0,15.0,94.0,40.3,78.0,1.74,24.441802087462012,False,False,True,False,False
65,176.0,76.0,15.0,93.0,40.3,84.0,1.76,24.535123966942148,True,False,True,False,False
55,194.0,96.0,19.0,94.0,40.7,109.0,1.94,25.507492826017643,True,True,True,False,False
60,172.0,65.0,28.0,103.0,40.6,176.0,1.72,21.97133585722012,False,False,True,False,True
77,161.0,65.0,11.0,89.0,39.9,56.0,1.61,25.076193048107708,False,True,True,False,False
78,195.0,105.0,10.0,96.0,40.1,73.0,1.95,27.613412228796847,True,True,True,False,False
21,169.0,69.0,21.0,107.0,40.9,115.0,1.69,24.158817968558527,True,False,False,True,True
54,157.0,56.0,5.0,86.0,39.2,23.0,1.57,22.7189744005842,False,False,True,False,False
40,187.0,85.0,17.0,100.0,40.1,96.0,1.87,24.307243558580453,True,False,True,False,True
21,193.0,97.0,27.0,107.0,40.4,164.0,1.93,26.040967542752828,True,True,False,True,True
45,186.0,92.0,4.0,75.0,39.0,9.0,1.86,26.59266967279454,True,True,True,False,False
33,172.0,78.0,24.0,107.0,40.6,150.0,1.72,26.365603028664147,True,True,False,False,True
31,145.0,47.0,3.0,80.0,38.4,11.0,1.45,22.35434007134364,False,False,False,False,False
39,181.0,80.0,12.0,93.0,39.7,54.0,1.81,24.41927902078691,True,False,False,False,False
26,154.0,57.0,6.0,96.0,39.3,23.0,1.54,24.034407151290267,True,False,False,False,False
62,182.0,84.0,21.0,106.0,40.5,160.0,1.82,25.35925612848689,True,True,True,False,True
77,174.0,82.0,23.0,94.0,40.7,149.0,1.74,27.08415906989034,True,True,True,False,False
22,188.0,87.0,9.0,86.0,39.9,25.0,1.88,24.615210502489816,True,False,False,True,False
21,172.0,65.0,4.0,79.0,38.8,12.0,1.72,21.97133585722012,False,False,False,True,False
38,206.0,105.0,26.0,114.0,40.7,211.0,2.06,24.74314261476105,True,False,False,False,True
52,186.0,92.0,3.0,85.0,38.7,12.0,1.86,26.59266967279454,True,True,True,False,False
43,197.0,94.0,18.0,93.0,40.4,89.0,1.97,24.221185807415804,True,False,True,False,False
36,149.0,58.0,6.0,93.0,39.2,23.0,1.49,26.12494932660691,True,True,False,False,False
23,183.0,81.0,10.0,89.0,39.9,31.0,1.83,24.187046492878256,True,False,False,True,False
59,177.0,73.0,13.0,104.0,39.9,82.0,1.77,23.301094832264035,False,False,True,False,True
31,156.0,51.0,7.0,86.0,39.6,29.0,1.56,20.956607495069036,False,False,False,False,False
61,153.0,62.0,15.0,89.0,40.3,73.0,1.53,26.48553974966893,False,True,True,False,False
67,183.0,84.0,29.0,105.0,41.0,224.0,1.83,25.082863029651524,True,True,True,False,True
54,181.0,85.0,9.0,85.0,39.7,37.0,1.81,25.94548395958609,True,True,True,False,False
72,149.0,53.0,18.0,96.0,40.0,107.0,1.49,23.872798522589072,False,False,True,False,False
70,200.0,101.0,14.0,92.0,39.9,88.0,2.0,25.25,True,True,True,False,False
25,195.0,91.0,16.0,96.0,39.7,72.0,1.95,23.93162393162393,True,False,False,False,False
77,165.0,63.0,27.0,101.0,40.9,173.0,1.65,23.1404958677686,False,False,True,False,True
45,163.0,58.0,18.0,107.0,40.4,118.0,1.63,21.82995219993225,False,False,True,False,True
42,164.0,63.0,4.0,88.0,38.6,18.0,1.64,23.423557406305772,False,False,True,False,False
56,184.0,83.0,6.0,94.0,38.8,33.0,1.84,24.515595463137995,True,False,True,False,False
58,163.0,66.0,24.0,103.0,40.7,150.0,1.63,24.84098008957808,False,False,True,False,True
25,158.0,57.0,13.0,92.0,39.8,60.0,1.58,22.832879346258608,False,False,False,False,False
38,170.0,69.0,6.0,79.0,39.2,20.0,1.7,23.87543252595156,False,False,False,False,False
55,176.0,83.0,9.0,81.0,39.7,31.0,1.76,26.794938016528928,True,True,True,False,False
33,170.0,70.0,21.0,101.0,40.5,108.0,1.7,24.221453287197235,True,False,False,False,True
21,185.0,83.0,10.0,98.0,39.7,44.0,1.85,24.25127830533236,True,False,False,True,False
62,184.0,83.0,22.0,103.0,40.5,157.0,1.84,24.515595463137995,True,False,True,False,True
37,153.0,56.0,12.0,90.0,39.9,56.0,1.53,23.92242299970097,False,False,False,False,False
54,188.0,78.0,5.0,82.0,38.9,19.0,1.88,22.068809416025356,False,False,True,False,False
24,163.0,59.0,8.0,90.0,39.6,35.0,1.63,22.20633068613798,False,False,False,True,False
55,153.0,56.0,9.0,90.0,39.7,45.0,1.53,23.92242299970097,False,False,True,False,False
47,164.0,60.0,5.0,86.0,39.1,22.0,1.64,22.308149910767405,False,False,True,False,False
24,157.0,51.0,9.0,89.0,39.8,39.0,1.57,20.690494543389185,False,False,False,True,False
34,192.0,94.0,2.0,81.0,38.0,5.0,1.92,25.499131944444446,True,True,False,False,False
62,162.0,60.0,10.0,95.0,39.7,56.0,1.62,22.86236854138088,False,False,True,False,False
49,147.0,47.0,26.0,109.0,41.1,182.0,1.47,21.75019667731038,False,False,True,False,True
49,157.0,63.0,22.0,100.0,40.9,128.0,1.57,25.558846200657225,False,True,True,False,True
56,143.0,48.0,10.0,98.0,39.7,59.0,1.43,23.47303046603746,False,False,True,False,False
54,159.0,58.0,6.0,90.0,39.0,29.0,1.59,22.942130453700404,False,False,True,False,False
25,167.0,63.0,15.0,90.0,40.2,65.0,1.67,22.58955143605005,False,False,False,False,False
26,153.0,54.0,7.0,94.0,39.4,34.0,1.53,23.06805074971165,False,False,False,False,False
29,168.0,73.0,14.0,93.0,40.3,54.0,1.68,25.86451247165533,True,True,False,False,False
20,166.0,60.0,3.0,77.0,38.4,9.0,1.66,21.773842357381334,False,False,False,True,False
22,176.0,66.0,12.0,89.0,40.3,49.0,1.76,21.306818181818183,False,False,False,True,False
27,171.0,65.0,12.0,100.0,40.3,65.0,1.71,22.229061933586404,False,False,False,False,True
27,192.0,91.0,8.0,88.0,39.4,27.0,1.92,24.68532986111111,True,False,False,False,False
24,169.0,65.0,13.0,93.0,39.9,60.0,1.69,22.758306781975424,False,False,False,True,False
30,194.0,88.0,4.0,80.0,38.7,9.0,1.94,23.381868423849507,True,False,False,False,False
34,190.0,88.0,12.0,97.0,40.2,60.0,1.9,24.37673130193906,True,False,False,False,False
39,192.0,91.0,18.0,92.0,40.5,82.0,1.92,24.68532986111111,True,False,False,False,False
64,184.0,85.0,3.0,84.0,38.6,13.0,1.84,25.10633270321361,True,True,True,False,False
76,170.0,68.0,27.0,114.0,40.9,208.0,1.7,23.529411764705884,False,False,True,False,True
22,185.0,88.0,12.0,94.0,40.2,48.0,1.85,25.712198685171657,True,True,False,True,False
38,182.0,71.0,3.0,78.0,38.8,9.0,1.82,21.434609346697258,False,False,False,False,False
40,153.0,51.0,17.0,101.0,40.3,101.0,1.53,21.78649237472767,False,False,True,False,True
67,171.0,72.0,11.0,88.0,39.9,52.0,1.71,24.62296091104956,False,False,True,False,False
